profile,model,budget,strategy,time_seconds,useful_eflop,wasted_eflop,accepted_rollouts,extra_rollouts,reference_budget,target_fingerprint,protocol_fingerprint,run_uuid
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,9,uniform,1072.341206631,0.2233491650831022,0.0,900,0,8,df9a5821bb05276a28b311d006e85f9a09d15f2bc78f9a492bc594f2383771bb,9b1b6354cf2b40ff982a5056d093323bc96694f1d25eb3601e95862cc4cff0e6,8b5a0552523b47f0a48a983934328aa1
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,19,uniform,2183.114658445,0.4716131111966505,0.0,1900,0,16,b465c813aa3de2fdc592d83a63a6760eadf251db3067d9b3a17f516a2df348e3,75acbfc6ed4372bb0adc92110f4df5a2fc96e796cfe30c006aec3b2de7d067d7,65f80bbcd3294b69bc53ad77a596d2cd
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,43,uniform,4918.655017823,1.0676799435009352,0.0,4300,0,32,33cd2f1e2ad528fdab37863b24e08802fd4772397045af8564e9bb76173f26c4,7feddd6465af0639ff6904bef5bf55c5c1f0cb539f32254a875df98102ce8db5,79510f8b10b044ec89e435a7feb1377f
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,95,uniform,10838.934062436,2.3598510216310387,0.0,9500,0,64,b29a00537e9efa13acd831b37c53844fa9332791d983173ab10e59a2ccca179e,fbde3328fc48669bd971db769d3a8eac6cabcbd27642a1eb59846e83842f4adc,7761116ba51e456f9908890172b3cf76
hmmt__model=qwen2_5_32b,qwen2_5_32b,9,uniform,393.70611759,0.016143249911474176,0.0,270,0,8,b7f51d046fbad6f565fbbf8ab90dee735dbc9caeea0afa164bba874ae1e62ab9,7d4afd9f82b4b311d149e104241edc5c6deb7f6c5aea6b692e3451d43a01bb01,c9612c34401d40c58bb0be53961307ff
hmmt__model=qwen2_5_32b,qwen2_5_32b,22,uniform,422.770682237,0.04111683776152166,0.0,660,0,16,a43598c98c0daf8388af1f5fd8a7aee88e03c59c6c90e63fc1ca361e48d01df7,acb1d805a0d1cd985448aa96b3b2e2ab13fe545775fd82ae4e3b818983a9afee,ac3f223e11564cbd95aca88e9706b68f
hmmt__model=qwen2_5_32b,qwen2_5_32b,49,uniform,505.836618903,0.08259590122144973,0.0,1470,0,32,1a29c71ecc42d29e97a3c57fe2434817e5bb2272f17056880d77e758b201270c,c4ba3696e64cbdda441ca806c46d3457c0dfdfb7831b4c8d8f5f05db7098e3a1,a7824a2738114b8da8b42d1f68649d7a
hmmt__model=qwen2_5_32b,qwen2_5_32b,114,uniform,697.27832187,0.20361045677372006,0.0,3420,0,64,97f02551d6a583ba80c4ce488386c395e23a5183e47891a6f280f80534921803,9e5a84d42a77f0a3eea8a181fc49ac21d2afbd924b67dee36308b11427886a2a,a3e298ad47874b76b8be44e6b1d21971
hmmt__model=qwen2_5_3b,qwen2_5_3b,8,uniform,64.377962018,0.001741057300250624,0.0,240,0,8,8914f64476c1d4ba46402d20d710e4ccdedd1624e18a93a356fbcca1ddb9cb28,ce35e011beff88e4e6c1e5928b7969078b59c4dba648e1b3ace27661247aea87,3f050609d43e43798a0330c1c4b4f49c
hmmt__model=qwen2_5_3b,qwen2_5_3b,16,uniform,73.406396589,0.003385800785846272,0.0,480,0,16,39aaf7e9e4ebf4a05f497d011bb7f32b55e513a480011f791c6d979486cf4b9d,50cacac40d3d966f036f69592029bf311345a39707edd4bb2505429073c489eb,9b2663e253f247a68891b5ab858b9169
hmmt__model=qwen2_5_3b,qwen2_5_3b,34,uniform,89.03229976,0.007887031753924608,0.0,1020,0,32,e48de1c62f7b30a5c75c78476d185fad7b4fb6ed6e0028868ece50677b3e3cc3,3d385a4c8d1efa50b91098eaf55937b12eb4cb271a311a71917006d1cd28895b,fe1439fea6af40e0941b8c27e668d55c
hmmt__model=qwen2_5_3b,qwen2_5_3b,71,uniform,114.641151499,0.017201617954062335,0.0,2130,0,64,5ff20094541aa178e85669c4a5df874daabd0c8cebf55bc575a811b8b67532cc,e1a5aee4793f86fb5f74ccc9830128a60b441eee8411771a8b3b41653acd4670,1653db4737394279af6e98516519d4ab
hmmt__model=qwen2_5_7b,qwen2_5_7b,9,uniform,98.553480451,0.004338721822905344,0.0,270,0,8,b6e7ba6a7a42d81ceb467c8010b391c3b026a7db23783de29fd0e01bb986f9fb,f5c7c1627c5b5b5a2f5dd4727b1d500bc917fd848a7daab18e1e8b08dc525951,b174a76f790b40559f26eab1ed807715
hmmt__model=qwen2_5_7b,qwen2_5_7b,20,uniform,115.389453234,0.009211658825521152,0.0,600,0,16,65c9bf6b06e0649ebe7c9370bee79f82bdb3ec5beb9679de41f316c6a8e3f4f0,ec6078e89fc8eead885aa204ef9f48f6cbc569609244f51ed4f8801069730c12,cf807f64c3594e53ae046b2e15d37887
hmmt__model=qwen2_5_7b,qwen2_5_7b,43,uniform,141.542455006,0.019988554643986432,0.0,1290,0,32,4f587fb7dac08453d0a27dea2a3e9614766dc160c546257b4597f183a6e76b3d,7b2f39afea8ac45359a07c7bb6a83ab06ad90c8eb3d5336222b2a3031fd87e7a,ed211e1eca5b42c99bdaf5e04341343e
hmmt__model=qwen2_5_7b,qwen2_5_7b,92,uniform,187.239935071,0.04195445228939059,0.0,2760,0,64,f486bd2eba04e4d3a1a3e15d33438458f731679e8d1b95bd39ffb7c1d679845f,3156ed34e19032d6f9e07bd5120f9f3702e80ea16aa4c49b8c66d56ebfefa2b0,c803076472c3433abf652aa452de6010
hmmt__model=qwen3_5_27b,qwen3_5_27b,8,uniform,616.270519936,0.1691325297236142,0.0,240,0,8,0ce106f239b11ab2d429d256f138aaef0a88015aa598fbd383e91b3cb73ce625,f6eee31b40a15d317475abf583fb6e19ecd6122e9ee6dd4ec6b47e8ee45912c4,4db3a3fa4c084cb6b989850a97912cb3
hmmt__model=qwen3_5_27b,qwen3_5_27b,16,uniform,1277.880300429,0.3411264604143442,0.0,480,0,16,3b724129d9966e6e94656f8cf332fd12be39c8af3794b0d82bbbf384666b19ac,490ab17bddf2bb2405b9fae610d3edda05ee0ee2a4e17f60d34b56f360b7e199,0ddfaec9d4cf4fb7a98bd6d5aea46e7d
hmmt__model=qwen3_5_27b,qwen3_5_27b,34,uniform,2460.710982756,0.7273716204446065,0.0,1020,0,32,8f06bf7ca25468db97c8046e3a83edc7294d266c8087a27332385e8f914a3237,d8fbd2e352855f03edb42c2a620fef757fa73ead0b61a8fc364b4b006ef93474,11f7264805034719a656c39606a159fc
hmmt__model=qwen3_5_27b,qwen3_5_27b,72,uniform,5099.105945037,1.5403208916854927,0.0,2160,0,64,dcbaa5e0e8f851c556d095b04f8d1c0b3f883b74a21e0fc300292ecf301f7f3c,8568c56b71a5f44f4266a9da43114cd38543fdba192f226f60a7c66c989125a2,ae7ebbd9d1af4f0fa3dff9878b4bf58f
hmmt__model=qwen3_5_4b,qwen3_5_4b,8,uniform,288.868073933,0.03308908184770969,0.0,240,0,8,d8196589caf67bc9eb23006c8ac16d7c0f14a4ecbe8ffd9426414ab988810f43,63aea4edb41caba0cac02b27737792f465b7463371768b5616c7f617fa45ee07,4f4345a980194b44a6bd46e3fa627ce2
hmmt__model=qwen3_5_4b,qwen3_5_4b,18,uniform,626.386515007,0.07367799770531226,0.0,540,0,16,38c8738af9c4798ba96912b7c586ef7be6e6f757676e57fa16280e1fcd17fdf5,6abb334c175145c562321f53ce5044f84b41a8fb3a272bca0e4ccf8006854ace,e528de58419c4707881d4c8ab9020007
hmmt__model=qwen3_5_4b,qwen3_5_4b,38,uniform,1173.06887936,0.15560147866725785,0.0,1140,0,32,96f77c63a8a7763468b6c28544fe602b90a2898d400dacc5551930ac46b4cf1c,65de72b8b7b258666bdbadf53589a12601f4d9b4fee5ce1572f0801c38287d27,b2403835ec214740b9d0fc51172b5bdb
hmmt__model=qwen3_5_4b,qwen3_5_4b,82,uniform,2421.73131349,0.3343930168703775,0.0,2460,0,64,b1d5a8baaf16c67377ee506a0db089a44df4f81fe8ab21a6143fd0f14b0bbbfc,4e26d06c46ba3ec9acc4e5e15412b7006cb27aa4242ee71fc7fa7af1cb29dc87,0c6ad38b6d8d4a6e80f945fb56588aad
hmmt__model=qwen3_5_9b,qwen3_5_9b,8,uniform,313.413155814,0.05848995685030707,0.0,240,0,8,0a3a8820dc7901457c57aef841610d115c04ebd355df975bbe882cb96dbb366e,e0274c6877429f86a2e0698a5b0cf4e68a26d78f7986087cf0e949b719481643,42b08d44bfea439594a9df595bc87d32
hmmt__model=qwen3_5_9b,qwen3_5_9b,17,uniform,598.139321665,0.1260040684001198,0.0,510,0,16,66d63fc7093c16d2dc059a2188444adc27972998564b61a1e2255943be79bd0d,610bdd2cbc239277a685cf6c6ef1f047da101c8566ee5dd8a524780a9bbc66bf,2431912aa2954a9a8141e1652527c704
hmmt__model=qwen3_5_9b,qwen3_5_9b,37,uniform,1301.081471355,0.2753717259867443,0.0,1110,0,32,ebbba94fb9213e6948d2859864258c65aed54039ec5961674114ef5da8e3d0be,b0efc0681644decb20cc94b26a9cbea748acda13a0052c30ab2040430855b5c3,76d002f04bca482894abe33bba1a4341
hmmt__model=qwen3_5_9b,qwen3_5_9b,79,uniform,2675.172117106,0.5854366591435838,0.0,2370,0,64,4cc52a39e8b5531ac23c6527b8a087271dbc26b4f4d1bbfbca3012e3f13eccbb,d4331657be438a4496327259966072b722b1708bbb69fb148bf633876ed53f93,19cd1f167eb94d2492bd58ed95f1df2b
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,8,uniform,47.079571949,0.03229370777486131,0.0,800,0,8,f33d35474d2b892dc208d95b492454f0193e95500f9519615d5ad4a285caeb70,6598d4e62f65261c20c92837882456f7ef448dc41c52d9f052c8cc0da39e6ebf,8dcec0c5949b411a864e38521ce2b6f2
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,16,uniform,90.094089738,0.06492494760047002,0.0,1600,0,16,b15681fc5ede2bb91afc8d5826fb53ea71d5f4d82f5eab4f154a0d6523acdd1a,bbbefe91fa4c98854be020684b9e0d015927e925ebaaec2595caa61447755a5f,63e8233b4d144ee89e89b82463fb7249
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,34,uniform,182.271633652,0.13782707666697422,0.0,3400,0,32,b43c3cc49db304a0f34c079d887d5bf5f75aec99b3999a8f0d31bd001b4759ef,ba4e7ce0814670d8ce1788eccadecb90536e954371fa985af0821ab84fd9b2ee,7e1dfdf65be049a08e8558b7e81409c6
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,70,uniform,363.123806752,0.28362148462859266,0.0,7000,0,64,2b1ac7d11a79d9da9a21e899ebe2a3efd30b50b755395ad9d83a4a6c7e833a3e,9a0cd741a2cd2518084d695b6e4383e76f9f2232cffe40a86f695f386f22c357,ac396007ad4e4c5e8e14ad01dae5a5f7
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,8,uniform,14.632085014,0.004196343014719488,0.0,800,0,8,07e9ba3c187c7bd6159b763e0894895522ba3fb861aae2da7c67ce5b6c94f2c6,9453617b830145d15e377231732d7e7e096b80248493ef51f9cfb4a76869668d,2981f7777cae45b28414ecd1858a218b
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,17,uniform,74.393988727,0.009099340939214847,0.0,1700,0,16,30e550e1ef6705243f74a40cdd4f6190266f86389f9bfe69e467c88326b3a0b0,8b6728d442765d11a86a4dd2fbf14f61cc023357525a5c4b4b4e92ee3cfc434a,200e3cda666e447d979dbe4c8cd02207
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,35,uniform,107.928299492,0.019571765351817216,0.0,3500,0,32,6947e01bf54c0a013c87bfea94ab72d64fc441265e501598255c0abca72e2fa2,4bce22668bc9beaaf03562e53523d920407001438e1fac252d4c63b4111c0811,90899fa505a44ee0ba03e89d0c4721c9
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,73,uniform,151.600266709,0.039423664172531715,0.0,7300,0,64,4dd085a1870355660806b2ac3f6c3d9f7a459d082c2cf3ed40bae33fc16341bf,e144e00d1fcae02ce904be73966645579ed7454ecf3f7094ba20202c11061710,7a03dadd292044798575caa8caf6129f
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,8,uniform,12.79232298,0.00584512181808128,0.0,800,0,8,cff6784ec4a605a0d89b5b1c7f89a9e5da85248083178587de717c936010a33e,98b5c8b20eb364967a3c6cd9c463d63337dd97f5e9d56cc7c614891fd176b732,67b76a8209414843968cf2ee49d8a498
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,17,uniform,19.251512973,0.01244244619401728,0.0,1700,0,16,23197d30fbc545214760daab60e0c5640f317068d2c423798050a2d70286f504,95d7a3d1f70b4746110f868f4a2599c54dbdd1004ddcd61d0d6e0c478475cf70,07d41766577a48b4a4b06f004aa761cd
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,37,uniform,36.396417586,0.02715741879401779,0.0,3700,0,32,04afc3ebe0007cd12170352bd7fa023585e5fd8bf0ffce25aba7a2ec6b12b004,c53adfbff6499badd2c5bb20e245ee7554e7e32a9f9deb7303113b1a8716f660,42875e07c5b34a8abf2424bced18fca4
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,78,uniform,74.79431225,0.05712608451314688,0.0,7800,0,64,ae95168ca333d23b3b46574695f1a8a536d15e5cde2c6b4fd8fb39a33c356e3f,7d44bf427bbc8e0cd0758c41d1ad442baf10d6762f56cb46ffa8ff7d194e8c92,535fdedb5c454b90b08a92247ee3b307
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,8,uniform,450.032293515,0.13942340506493747,0.0,800,0,8,0464e5de7b7082abae4c5fd4666e3d44cb71fb30bff67b7a4d5de5bbbd1fdde0,2223385e8b4d9a3c97544245f3660536079185b8621056968b2de1d19144b89f,5926bb675db84c8c8e06ed7848af34e5
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,17,uniform,810.769297337,0.29767638618403636,0.0,1700,0,16,d751017b102e01d617ff63792d4f253f6be13381ee971820b3b00057caafbebf,15261d6dd91d8510005e5821c68bfff5c82090b964ca1c0271429daeb8504e77,31cb4327efdf41de8e074a8c1fbed53a
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,36,uniform,1577.797202207,0.6281298064543119,0.0,3600,0,32,da429d9aa5bf5aa8b6554d69bf7067767a853db0d2e5ec72428d4ca42986ce97,bd7c30801e2e777861618b43bb4106ec44f777516df3d8bf232ab7250d9547f3,fc6023c61c0541bcb7b4591584ba39a0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,76,uniform,3195.717547365,1.3304898107282022,0.0,7600,0,64,1bc7ffcec0de2695c52bcd4253cdc4935f181259e1600edd695db32c234cd00c,ed2df94557b7b18d431eed5993fa0e361c9bc481db06ef0cc200fb88da5c82fa,998f4b9fd8db42fc87bab46177384ea4
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,8,uniform,219.72342842,0.030794576339103746,0.0,800,0,8,7efd600423a8c97f3fef93ee3fc4b2e549dabd8e912e8ca2844d92fb769a52ed,e82aa2f0399d9ff3c2a302ec9d63e82dde04a3d9a416b5ccf92cc9772d26fd3e,680f7ce5000f4229b483beb74503ec7e
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,16,uniform,372.932635013,0.061860811742314496,0.0,1600,0,16,6179a32fa7bfb55ec4f825d7e67603b5e65f7ab12aeb62c55ba5019d12902152,4084a9ca26058ec5b17e0a15da636ec961bb8a720016d3f3fcf38b267bf5a03d,699a9240ae0f472d9b2f8044482b1a23
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,33,uniform,680.762597123,0.12491398230019482,0.0,3300,0,32,ed961af7c0f68383217f29733185bbee0341c2d80ca36b48470d38c2f3e9ac32,1bb9270ef86467fcd4fdc3c857007984a327dcb8ae40bf7a87f7a1bb72368024,4951f7b5c1874b6f95ae58469a20ee51
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,69,uniform,1386.564866246,0.26507408427294105,0.0,6900,0,64,d10d53654530b7a98267b3cdd65dc7d9cab975aef8b4745359f0c2340a882033,403fe1ea98bb9499c041d3c06ecffaf6cbdd3d703c77a839fc8846ceccd7d83d,c677f0cab88443e38036fc1b11de543f
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,8,uniform,265.177407744,0.05505295772337254,0.0,800,0,8,d5930dec681aac61b44f540a7621f6d1a09b6158843f9e96754ae51ae0879027,202706dc790f6ac99df2ccbbfbdda209b03c3c8ca2c1574297a4ee6b5c988938,473b917226cd41368e864d732007d7a2
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,16,uniform,413.169924995,0.10858496232253849,0.0,1600,0,16,374c7a429034bd22339d33cc703433b5b768b1764d06a375c7a73603cadf0a0d,bcfcfb90ca96bab0684823f88656d92bb92a9b1108aa0bcf98743ba52f69e9b3,6e2de82050dd4832bf0d21178024d057
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,33,uniform,766.594569704,0.22699083687629518,0.0,3300,0,32,e558c969dd99e328ed8d748fd174f39fa784315a11f47fb89128d46a38e52557,ce729aa0500afd4572250bc8c9d4e41f2ea6f55847f1f0de9b7615c85306ad38,7e74ac70beb74279a456c84a383b41b1
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,68,uniform,1490.704844502,0.46762504776513125,0.0,6800,0,64,bd8ce15a12293de0b7b912f8c3f2e52242892ac8d900e95b21780584921e1fbd,596ef5132681f64622b7a2d0c2773a2ceb4d320b3ab116d09c15f7cca395dcb2,da04c8b7abc04d0a9624059ae4a52d86
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,10,uniform,110.318702484,0.07178157626994688,0.0,1000,0,8,d6cec4614b0fafa743967e7982e380c71c367e40de4251bf75760711897b8c2d,542d86b8c6f431373bd1bd2297fe5822e76ac6987dd17c4ffe1c1161e727abb4,67d88cc7f994439d982ed30d84011a4c
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,24,uniform,245.619403473,0.17305752804949606,0.0,2400,0,16,cac7c37956645266ac8983f1c7b393524547de2f7c69617257281d3ff616821a,6096c25f2daf0a073255f2581bc3e4854a80ce029ec5ed7105fef10d1388c0f2,2d8d3442fce148bfaeffbd33be03f8af
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,56,uniform,555.098650254,0.40421252061273294,0.0,5600,0,32,957dba16a10f058739c4b102c33cdb6a74d162ac8ed412200c9264e875ee0782,dee115e1bb8be5ba269d70ec776e156f4b3cda1ce65ed239b3c5ca44165c48d7,a9c1e141bac34f7c8501d924b444c77f
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,133,uniform,1297.289914946,0.9590467268495114,0.0,13300,0,64,9b32107659d8876212725590eb5ccf8561810532441f57985a70489fcc1ef7b6,300c2023a416145b62d38e66a2d536e7656c14caaca24e1e3b3b5ba3997e3c3f,232d7a2a9f73484885b156e64735a701
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,qwen2_5_3b,11,uniform,83.652311726,0.008827822433189888,0.0,1100,0,8,1761e728ebe5c9c07c03149877b88a7473fbceb17b36db3eea326987726f4700,5828f46562c15dbf903cd0042b91edc35a1c168ad667a83f27d3622c8b938c1b,213dc87f71904219bab9a63204431e80
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,qwen2_5_3b,26,uniform,114.039034872,0.021555156049559553,0.0,2600,0,16,79f0e5fd81181341db81eb414b1fda327ab6a5b25c8426d66858eda6e3378c20,23bcb1800f387226bf4a97a6aea1db336a8f6972c421544b369f51e9b8e4de30,44244ca6d37540348503b686e5b7a1d1
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,qwen2_5_3b,64,uniform,191.60366135,0.05241174179045376,0.0,6400,0,32,898a336aa8466d37ba4c8c0a77d928cc97ada693857ff38e6d72486bd2b8137d,958c8b80fd8e82c06dbe674d6ef2541676345d7c56d82e99c7b4e8f150cea36e,e2ab257898a946b899490ca4d9882f61
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_3b,qwen2_5_3b,158,uniform,369.562213979,0.1275996964043899,0.0,15800,0,64,8794664d776339ad31c7f2391546b4d866522d42fbc29c83b2250aaf76ccda20,a5bed712a473d2c1b093571c5cc60f8e0a77b02303f7868bd07d8cd81679694a,02edddb3786044d6b00a0ddc78906008
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,qwen2_5_7b,10,uniform,22.177689578,0.013852638385230848,0.0,1000,0,8,6283daf0d3aecaebe93926cb55f003fde391b293e70162b51362361cab329ee6,bdbd23a668d727d486b59395dc033eaa7e646089cf843ad848f5202bb487fe3b,78f1ae53b54343369e0e19e73c1e3430
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,qwen2_5_7b,27,uniform,141.586178926,0.03777961839951667,0.0,2700,0,16,518593475786fb82faa4f080c146d17831630d4764345bd6c89b4321400c4968,24dcfe8ab8ef4ebd3cf0340ba712e0fe59d3341774d979cedff7222d217316d7,0a0d8ecb5e9e42dc9db1f25628e22319
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,qwen2_5_7b,69,uniform,183.279810804,0.09576709293733478,0.0,6900,0,32,916ba24a66253b0b16b6aa495957a3030f144e0de6940255e0686a1a35f5c6ed,b46ea61b69acee0a8f5779f65cd524fe1cb0600a48eee0627e4dcc04797ee7c0,c323264f9f9e4ed2915384d4c60e5aad
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_7b,qwen2_5_7b,177,uniform,411.201324701,0.2472174381206405,0.0,17700,0,64,2f267a6bfd1f9c719176783c03295009776c55bca8eaf098d99ca698b24349e7,44aa2191f5248316749507d32326649ecde155d58710fcab1adc095a41c7827c,84dc3cd98634413cb91faa2bc226a9a0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,qwen3_5_27b,8,uniform,1728.672268498,0.47770543181976166,0.0,800,0,8,707cdeb2110f0b817b8350f35e46e70c8e9a0cd41f9fc31280b100ca55b66e78,ad356f5fa0f241bd0a756e2d0e767433cee4bd7c8c3a480e13c1023dafe59cc2,44066748e6cf4249ad18872f8fe45340
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,qwen3_5_27b,18,uniform,3661.312217507,1.091072983404579,0.0,1800,0,16,d853d820c70d280634384605ae12ed4cb43d5f561b795c7f319da9a3a00ff40d,73c470953752b77a3b17d59c55a54f76c18f9108cdc02aa0de3a8e8459d27ebd,3b2b1d7b208d48fd88fa7b79f7c8bad9
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,qwen3_5_27b,38,uniform,7435.592459235,2.2964590588211364,0.0,3800,0,32,1ae2f40d749b249dc90837571913c70e2903415cfe244176846338edd08d74cf,3ff8f83e52a6c7127c04fd8720cb8f379e03e831e461c665b72a64e4f820d3ac,9f1a5535248d4af2a702fde4b866387c
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_27b,qwen3_5_27b,81,uniform,15493.093850698,4.863209314877023,0.0,8100,0,64,a63a9d44ebfc90c87915857356d559bb5d37fbf8d7b9dce44f8c216f1cc7e380,978b6307cffd087e1465c0142a376d899d601c2e8a5d96adfe24ee0be1144b60,7fd0ac6250df4c67b6b38dfefd10c7b4
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,qwen3_5_4b,8,uniform,677.695256258,0.0882344583210455,0.0,800,0,8,db8e0afb2e6aed52d08870bc645c6a49f914dab71e74158ffb4be46407928c5b,beb32d09274bea46d591fd169ed8fa18442349b7cec64621de4b2b4f5fd4b625,08d4d3ff6bc04f4da1b4d03fb24d671b
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,qwen3_5_4b,19,uniform,1515.144028625,0.20579717549496934,0.0,1900,0,16,80b9efdba7ad55f98c648e56bfa3bacdb0069ee84261d22f4f2dbcc1448f6f3c,aee2ae9b6c07eaf69e7055afac9384da28d2648177829e27a4ecd166d06dfd7f,da00ba3aedf9421984f52e13ac83f51d
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,qwen3_5_4b,40,uniform,3148.400264624,0.43774505811539965,0.0,4000,0,32,521a59409f5efc1dd57381b2852a05f3eef7c2612f4e6f06d8bf2f566ef5cf74,8c34837c30b4286026678deb6db2cb6f86c678dd9e1515dd4188d24bf83b19b6,a74b4f8ebadd4216bdcb0c651021a783
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_4b,qwen3_5_4b,87,uniform,6751.108419548,0.9531030401178706,0.0,8700,0,64,b0fa087e56b8beea4c2e5ae3f16ff64a39a515564811f9e32fce026df2446362,c87e08ec4a22eda5241e74a5a4c45010b6e0d5ff90b714f02f2e7380b2329357,aca92c30c62e43e7a0f510903a6233f6
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,qwen3_5_9b,8,uniform,759.628042981,0.15290330484730472,0.0,800,0,8,9a4f5fa800714e893297bd0d6cc850e7638a72442dd3de808a559640ea848d3d,b9aca0ffedba094adf8dbeeba9473bb0bd12c337028dd4f05f8e7d7e6c329755,1597f8098fa14cad888b04e13125b857
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,qwen3_5_9b,18,uniform,1638.892039671,0.3512419712299694,0.0,1800,0,16,05f1f3601e40aa3f5209124643f25139c34e0a4d95b52e866103b6b2ddeac1f7,93e7d8148c742e16977eb7d9673797405b4973b6516e140fe9cf307969d73331,588589ec31924d30bf1dcb0647bd4209
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,qwen3_5_9b,38,uniform,3399.075842702,0.7496974396959006,0.0,3800,0,32,ec7bc6394dd65b142ef2f5a4357dc1c86bfeb82b66b049ab189f350a3d5eec0e,47216cf533e84e1a516d40cadedf618df0ead39cc6211da63131679ce869516f,9e7db6b5f41b43b09e5404126c98d4ab
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen3_5_9b,qwen3_5_9b,83,uniform,7285.437308522,1.6218463219625625,0.0,8300,0,64,ad80fe70e57ab9f0ba3f588e27348d66dbdffcc545a023567cb514aba377d53f,4f43ce555f3504f7d7340d520532c99166538efe802932583ddf7313317a6b67,9bf7591d27c5473cb84e71c2f4d9024f
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,qwen2_5_32b,8,uniform,66.99083911,0.044359427408304127,0.0,800,0,8,19bfdd2cfc84e0b15d79e7c5d0676dbb3bd06160092e5ba043f88f2a9e2069cb,8ca629237b877c8754dcf882253bcba4af2bd0c6b359ee38520c7ec216e00274,60fabea4e3064180bafc3391ab033749
